Object	Object type	Relation source	Relation source type	Relation target	Relation target type
tripartite motif-containing 37 protein [Homo sapiens] interacts with protein regulator of cytokinesis 1 isoform 3 [Homo sapiens]	Helper_PPI (good experimental evidence)	tripartite motif-containing 37 protein [Homo sapiens]	Protein	protein regulator of cytokinesis 1 isoform 3 [Homo sapiens]	Protein
keratin 10 [Homo sapiens] interacts with mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Helper_PPI (good experimental evidence)	keratin 10 [Homo sapiens]	Protein	mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Protein
bleomycin hydrolase [Homo sapiens] interacts with ubiquitin-conjugating enzyme E2I [Homo sapiens]	Helper_PPI (good experimental evidence)	bleomycin hydrolase [Homo sapiens]	Protein	ubiquitin-conjugating enzyme E2I [Homo sapiens]	Protein
3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens] interacts with solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein	solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Protein
ubiquitin and ribosomal protein L40 precursor [Homo sapiens] interacts with DAZ associated protein 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein	DAZ associated protein 2 [Homo sapiens]	Protein
epidermal growth factor receptor pathway substrate 15 [Homo sapiens] interacts with dynamin 2 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	epidermal growth factor receptor pathway substrate 15 [Homo sapiens]	Protein	dynamin 2 isoform 1 [Homo sapiens]	Protein
plexin B2 [Homo sapiens] interacts with midkine [Homo sapiens]	Helper_PPI (Two-hybrid)	plexin B2 [Homo sapiens]	Protein	midkine [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with heat shock transcription factor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	heat shock transcription factor 1 [Homo sapiens]	Protein
bone morphogenetic protein receptor, type IB [Homo sapiens] interacts with TC10-like Rho GTPase [Homo sapiens]	Helper_PPI (good experimental evidence)	bone morphogenetic protein receptor, type IB [Homo sapiens]	Protein	TC10-like Rho GTPase [Homo sapiens]	Protein
Friend leukemia virus integration 1 [Homo sapiens] interacts with v-ets erythroblastosis virus E26 oncogene like isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	Friend leukemia virus integration 1 [Homo sapiens]	Protein	v-ets erythroblastosis virus E26 oncogene like isoform 2 [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 [Homo sapiens]	Protein
PTK2B protein tyrosine kinase 2 beta isoform a [Homo sapiens] interacts with v-crk sarcoma virus CT10 oncogene homolog isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	PTK2B protein tyrosine kinase 2 beta isoform a [Homo sapiens]	Protein	v-crk sarcoma virus CT10 oncogene homolog isoform b [Homo sapiens]	Protein
solute carrier family 9 isoform 3 regulator 2 [Homo sapiens] interacts with phospholipase C, beta 3 (phosphatidylinositol-specific) [Homo sapiens]	Helper_PPI (good experimental evidence)	solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Protein	phospholipase C, beta 3 (phosphatidylinositol-specific) [Homo sapiens]	Protein
mouse double minute 2 homolog isoform MDM2 [Homo sapiens] interacts with ubiquitin specific protease 7 (herpes virus-associated) [Homo sapiens]	Helper_PPI (good experimental evidence)	mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Protein	ubiquitin specific protease 7 (herpes virus-associated) [Homo sapiens]	Protein
eukaryotic translation initiation factor 1B [Homo sapiens] interacts with ubiquitin associated domain containing 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	eukaryotic translation initiation factor 1B [Homo sapiens]	Protein	ubiquitin associated domain containing 1 [Homo sapiens]	Protein
growth differentiation factor 9 precursor [Homo sapiens] interacts with activin A receptor, type IIA [Homo sapiens]	Helper_PPI (good experimental evidence)	growth differentiation factor 9 precursor [Homo sapiens]	Protein	activin A receptor, type IIA [Homo sapiens]	Protein
phospholipid scramblase 1 [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	phospholipid scramblase 1 [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
signal transducer and activator of transcription 1 isoform alpha [Homo sapiens] interacts with signal transducer and activator of transcription 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	signal transducer and activator of transcription 1 isoform alpha [Homo sapiens]	Protein	signal transducer and activator of transcription 2 [Homo sapiens]	Protein
SKI-interacting protein [Homo sapiens] interacts with vitamin D (1,25-dihydroxyvitamin D3) receptor [Homo sapiens]	Helper_PPI (good experimental evidence)	SKI-interacting protein [Homo sapiens]	Protein	vitamin D (1,25-dihydroxyvitamin D3) receptor [Homo sapiens]	Protein
NCK adaptor protein 2 isoform A [Homo sapiens] interacts with protein kinase N2 [Homo sapiens]	Helper_PPI (good experimental evidence)	NCK adaptor protein 2 isoform A [Homo sapiens]	Protein	protein kinase N2 [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha 13 [Homo sapiens] interacts with protein kinase C, epsilon [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha 13 [Homo sapiens]	Protein	protein kinase C, epsilon [Homo sapiens]	Protein
vinculin isoform VCL [Homo sapiens] interacts with transferrin receptor [Homo sapiens]	Helper_PPI (good experimental evidence)	vinculin isoform VCL [Homo sapiens]	Protein	transferrin receptor [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens] interacts with opioid receptor, delta 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein	opioid receptor, delta 1 [Homo sapiens]	Protein
conserved helix-loop-helix ubiquitous kinase [Homo sapiens] interacts with heat shock 70kDa protein 9B precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein	heat shock 70kDa protein 9B precursor [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with peptidylprolyl isomerase A-like [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	peptidylprolyl isomerase A-like [Homo sapiens]	Protein
translocase of outer mitochondrial membrane 20 homolog [Homo sapiens] interacts with periphilin 1 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	translocase of outer mitochondrial membrane 20 homolog [Homo sapiens]	Protein	periphilin 1 isoform 1 [Homo sapiens]	Protein
DAZ associated protein 2 [Homo sapiens] interacts with nucleolar complex associated 4 homolog [Homo sapiens]	Helper_PPI (Two-hybrid)	DAZ associated protein 2 [Homo sapiens]	Protein	nucleolar complex associated 4 homolog [Homo sapiens]	Protein
phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens] interacts with hemopoietic cell kinase isoform p61HCK [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens]	Protein	hemopoietic cell kinase isoform p61HCK [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with nuclear receptor coactivator 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	nuclear receptor coactivator 2 [Homo sapiens]	Protein
small inducible cytokine A5 precursor [Homo sapiens] interacts with chemokine (C-C motif) receptor 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	small inducible cytokine A5 precursor [Homo sapiens]	Protein	chemokine (C-C motif) receptor 5 [Homo sapiens]	Protein
phospholipase D1, phophatidylcholine-specific [Homo sapiens] interacts with ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	phospholipase D1, phophatidylcholine-specific [Homo sapiens]	Protein	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein) alpha 12 [Homo sapiens] interacts with Rho guanine nucleotide exchange factor (GEF) 12 [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein) alpha 12 [Homo sapiens]	Protein	Rho guanine nucleotide exchange factor (GEF) 12 [Homo sapiens]	Protein
transforming growth factor, beta receptor I precursor [Homo sapiens] interacts with WD repeat domain 61 [Homo sapiens]	Helper_PPI (good experimental evidence)	transforming growth factor, beta receptor I precursor [Homo sapiens]	Protein	WD repeat domain 61 [Homo sapiens]	Protein
zinc finger, FYVE domain containing 9 isoform 3 [Homo sapiens] interacts with protein phosphatase 1, catalytic subunit, alpha isoform 3 [Homo sapiens]	Helper_PPI (Two-hybrid)	zinc finger, FYVE domain containing 9 isoform 3 [Homo sapiens]	Protein	protein phosphatase 1, catalytic subunit, alpha isoform 3 [Homo sapiens]	Protein
fibulin 1 isoform C precursor [Homo sapiens] interacts with elastin [Homo sapiens]	Helper_PPI (good experimental evidence)	fibulin 1 isoform C precursor [Homo sapiens]	Protein	elastin [Homo sapiens]	Protein
ribosomal protein S4, Y-linked 1 Y isoform [Homo sapiens] interacts with eukaryotic translation initiation factor 4E [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S4, Y-linked 1 Y isoform [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E [Homo sapiens]	Protein
IKK-related kinase epsilon [Homo sapiens] interacts with myo-inositol 1-phosphate synthase A1 [Homo sapiens]	Helper_PPI (good experimental evidence)	IKK-related kinase epsilon [Homo sapiens]	Protein	myo-inositol 1-phosphate synthase A1 [Homo sapiens]	Protein
CD19 antigen [Homo sapiens] interacts with vav 1 oncogene [Homo sapiens]	Helper_PPI (good experimental evidence)	CD19 antigen [Homo sapiens]	Protein	vav 1 oncogene [Homo sapiens]	Protein
ariadne homolog 2 [Homo sapiens] interacts with interleukin 4 receptor alpha chain isoform a precursor [Homo sapiens]	Helper_PPI (Two-hybrid)	ariadne homolog 2 [Homo sapiens]	Protein	interleukin 4 receptor alpha chain isoform a precursor [Homo sapiens]	Protein
ubiquilin 2 [Homo sapiens] interacts with kelch domain containing 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquilin 2 [Homo sapiens]	Protein	kelch domain containing 5 [Homo sapiens]	Protein
tuberous sclerosis 2 isoform 1 [Homo sapiens] interacts with tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	tuberous sclerosis 2 isoform 1 [Homo sapiens]	Protein	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Homo sapiens]	Protein
insulin receptor substrate 1 [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens]	Helper_PPI (good experimental evidence)	insulin receptor substrate 1 [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta) [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Protein
caspase 8 isoform A [Homo sapiens] interacts with integrin-linked kinase [Homo sapiens]	Helper_PPI (good experimental evidence)	caspase 8 isoform A [Homo sapiens]	Protein	integrin-linked kinase [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens] interacts with erythrocyte membrane protein band 4.1-like 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Protein	erythrocyte membrane protein band 4.1-like 2 [Homo sapiens]	Protein
phospholipase D2 [Homo sapiens] interacts with amphiphysin isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	phospholipase D2 [Homo sapiens]	Protein	amphiphysin isoform 1 [Homo sapiens]	Protein
serine/threonine kinase 16 [Homo sapiens] interacts with myelin basic protein isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	serine/threonine kinase 16 [Homo sapiens]	Protein	myelin basic protein isoform 1 [Homo sapiens]	Protein
leucine-rich repeat neuronal 6A [Homo sapiens] interacts with F-box protein FBW7 isoform 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	leucine-rich repeat neuronal 6A [Homo sapiens]	Protein	F-box protein FBW7 isoform 2 [Homo sapiens]	Protein
notch1 preproprotein [Homo sapiens] interacts with SKI-interacting protein [Homo sapiens]	Helper_PPI (good experimental evidence)	notch1 preproprotein [Homo sapiens]	Protein	SKI-interacting protein [Homo sapiens]	Protein
nuclear factor kappa-B, subunit 1 [Homo sapiens] interacts with neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein	neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Protein
ret finger protein isoform alpha [Homo sapiens] interacts with likely ortholog of rat brain-enriched guanylate kinase-associated protein [Homo sapiens]	Helper_PPI (Two-hybrid)	ret finger protein isoform alpha [Homo sapiens]	Protein	likely ortholog of rat brain-enriched guanylate kinase-associated protein [Homo sapiens]	Protein
CCAAT/enhancer binding protein beta [Homo sapiens] interacts with nuclear factor kappa-B, subunit 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	CCAAT/enhancer binding protein beta [Homo sapiens]	Protein	nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein
protein kinase C, zeta isoform 2 [Homo sapiens] interacts with insulin receptor substrate 4 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase C, zeta isoform 2 [Homo sapiens]	Protein	insulin receptor substrate 4 [Homo sapiens]	Protein
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a4 [Homo sapiens] interacts with heat shock transcription factor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a4 [Homo sapiens]	Protein	heat shock transcription factor 1 [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens] interacts with interleukin 8 receptor alpha [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein	interleukin 8 receptor alpha [Homo sapiens]	Protein
syntenin isoform 1 [Homo sapiens] interacts with putative S1 RNA binding domain protein [Homo sapiens]	Helper_PPI (Two-hybrid)	syntenin isoform 1 [Homo sapiens]	Protein	putative S1 RNA binding domain protein [Homo sapiens]	Protein
kininogen 1 [Homo sapiens] interacts with cathepsin L preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	kininogen 1 [Homo sapiens]	Protein	cathepsin L preproprotein [Homo sapiens]	Protein
