Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
asialoglycoprotein receptor 1 [Homo sapiens]	Protein	ASGR1 [Homo sapiens]	8	2	0.504172769034374	ASGR1 [Homo sapiens]	Gene	
argininosuccinate synthetase [Homo sapiens]	Protein	ASS [Homo sapiens]	6	2	1.29059875335229	ASS [Homo sapiens]	Gene	Urea cycle and metabolism of amino groups [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];Arginine and proline metabolism [Homo sapiens]
activating transcription factor 2 [Homo sapiens]	Protein	ATF2 [Homo sapiens]	26	0	1.0055977839868213	ATF2 [Homo sapiens];ACTR2 [Homo sapiens];AGPAT1 [Homo sapiens];API5 [Homo sapiens];ATF1 [Homo sapiens];GDNF [Homo sapiens];ATG5 [Homo sapiens];CDC27 [Homo sapiens];CDC5L [Homo sapiens];CDV3 [Homo sapiens];CGGBP1 [Homo sapiens];CREB1 [Homo sapiens];CTDSPL2 [Homo sapiens];FAM108B1 [Homo sapiens];FNDC3A [Homo sapiens];G3BP2 [Homo sapiens];GABPA [Homo sapiens];GNA13 [Homo sapiens];GOPC [Homo sapiens];INPPL1 [Homo sapiens];KBTBD2 [Homo sapiens];LMF2 [Homo sapiens];MAPK1 [Homo sapiens];MAPK14 [Homo sapiens];MAPRE1 [Homo sapiens];NMD3 [Homo sapiens];OTUB1 [Homo sapiens];PAPOLG [Homo sapiens];PCMT1 [Homo sapiens];PRPF4B [Homo sapiens];RNGTT [Homo sapiens];SEC23A [Homo sapiens];SLC35A4 [Homo sapiens];TMED5 [Homo sapiens];TMEM30A [Homo sapiens];TNKS2 [Homo sapiens];VTA1 [Homo sapiens];YTHDF3 [Homo sapiens];ZFR [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	MAPK signaling pathway [Homo sapiens];;Ether lipid metabolism [Homo sapiens];Glycerolipid metabolism [Homo sapiens];Glycerophospholipid metabolism [Homo sapiens];;TNF-MAPK;TNF_involves_NFkB-cJUN-AFT_;;Regulation of autophagy [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];;;;Antigen processing and presentation [Homo sapiens];Prostate cancer [Homo sapiens];Melanogenesis [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa_MUC5AC_pathway_lung;;;ECM-receptor interaction [Homo sapiens];;;Regulation of actin cytoskeleton [Homo sapiens];Long-term depression [Homo sapiens];;Inositol phosphate metabolism [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];;;Long-term potentiation [Homo sapiens];Focal adhesion [Homo sapiens];GnRH signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];Colorectal cancer [Homo sapiens];Pancreatic cancer [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Gap junction [Homo sapiens];MAPK signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Adherens junction [Homo sapiens];Type II diabetes mellitus [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Renal cell carcinoma [Homo sapiens];ErbB signaling pathway [Homo sapiens];Endometrial cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Bladder cancer [Homo sapiens];Melanogenesis [Homo sapiens];Melanoma [Homo sapiens];Thyroid cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Dorso-ventral axis formation [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;IL17_IL6_MUC5B_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;IL13_MUC5AC_pathway_lung;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;Insulin-MAPK-PI3K-AKT_pathway_;muscle_angiogenesis_pathway_blood;ROS_JNK_ERK_pathway_lung;ROS_MAPKs_MMP1_pathway_lung;ROS_TGFa_EGFR_pathway_lung;TGFbeta_signaling_pathway;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;TLR4-AP1_pathway_blood;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;;;;;;;;;;;;;;;
activating transcription factor 5 [Homo sapiens]	Protein	ATF5 [Homo sapiens]	8	1	0.9546322639302963	ATF5 [Homo sapiens];ADARB1 [Homo sapiens];C1orf136 [Homo sapiens];DISC1 [Homo sapiens];C20orf151 [Homo sapiens];C20orf43 [Homo sapiens];CNTROB [Homo sapiens];EMID2 [Homo sapiens];GP1BB [Homo sapiens];H1FNT [Homo sapiens];HCN4 [Homo sapiens];HMCN2 [Homo sapiens];ICMT [Homo sapiens];IGHM [Homo sapiens];IRGM [Homo sapiens];MBD6 [Homo sapiens];PWWP2B [Homo sapiens];ROCK1 [Homo sapiens];TEAD2 [Homo sapiens];TMCC1 [Homo sapiens];TRPM2 [Homo sapiens];TRPC7 [Homo sapiens];ZNF286A [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;;;ECM-receptor interaction [Homo sapiens];Hematopoietic cell lineage [Homo sapiens];;;;;;;;;Leukocyte transendothelial migration [Homo sapiens];Focal adhesion [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Wnt signaling pathway [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];;;;;
activating transcription factor 6 [Homo sapiens]	Protein	ATF6 [Homo sapiens]	7	1	1.0271389543838554	ATF6 [Homo sapiens];C14orf101 [Homo sapiens]	Gene;Gene	;
ataxia telangiectasia mutated protein isoform 1 [Homo sapiens]	Protein	ATM [Homo sapiens]	26	1	0.9450934971485004	ATM [Homo sapiens]	Gene	Apoptosis [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens]
atrophin-1 [Homo sapiens]	Protein	ATN1 [Homo sapiens]	23	1	1.12161398211525	ATN1 [Homo sapiens]	Gene	Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens]
ATPase, Ca++ transporting, fast twitch 1 isoform b [Homo sapiens]	Protein	ATP2A1 [Homo sapiens]	5	3	2.68001424367964	ATP2A1 [Homo sapiens]	Gene	Calcium signaling pathway [Homo sapiens]
ataxia telangiectasia and Rad3 related protein [Homo sapiens]	Protein	ATR [Homo sapiens]	17	2	0.7572934784329174	ATR [Homo sapiens]	Gene	p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];Apoptosis [Homo sapiens]
ataxin 1 [Homo sapiens]	Protein	ATXN1 [Homo sapiens]	42	2	1.2114768704858934	ATXN1 [Homo sapiens]	Gene	
ataxin 2 [Homo sapiens]	Protein	ATXN2 [Homo sapiens]	8	1	0.9593056745341643	ATXN2 [Homo sapiens]	Gene	
aurora kinase B [Homo sapiens]	Protein	AURKB [Homo sapiens]	27	1	0.687398577406324	AURKB [Homo sapiens]	Gene	
AXL receptor tyrosine kinase isoform 2 [Homo sapiens]	Protein	AXL [Homo sapiens]	15	3	1.4676247800197035	AXL [Homo sapiens]	Gene	
beta-2-microglobulin precursor [Homo sapiens]	Protein	B2M [Homo sapiens]	21	2	1.0588333490525368	B2M [Homo sapiens]	Gene	Antigen processing and presentation [Homo sapiens]
BCL2-antagonist of cell death protein [Homo sapiens]	Protein	BAD [Homo sapiens]	24	1	0.929095669949528	BAD [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Colorectal cancer [Homo sapiens];VEGF signaling pathway [Homo sapiens];Insulin signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanoma [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];IGF-1_PI3K_Akt;Insulin-MAPK-PI3K-AKT_pathway_;muscle_angiogenesis_pathway_blood;NO_ceramide_apoptosis_pathway_lung
BCL2-associated athanogene isoform 1L [Homo sapiens]	Protein	BAG1 [Homo sapiens]	22	1	1.0665495081899634	BAG1 [Homo sapiens]	Gene	
HLA-B associated transcript-3 isoform a [Homo sapiens]	Protein	BAT3 [Homo sapiens]	53	1	1.0437111098703733	BAT3 [Homo sapiens]	Gene	
B-cell receptor-associated protein 31 [Homo sapiens]	Protein	BCAP31 [Homo sapiens]	22	1	0.9098303411411831	BCAP31 [Homo sapiens]	Gene	
branched chain ketoacid dehydrogenase kinase [Homo sapiens]	Protein	BCKDK [Homo sapiens]	11	2	0.9774969522414964	BCKDK [Homo sapiens]	Gene	
B-cell lymphoma protein 2 alpha isoform [Homo sapiens]	Protein	BCL2 [Homo sapiens]	67	0	1.0636744527808373	BCL2 [Homo sapiens]	Gene	Focal adhesion [Homo sapiens];Prion disease [Homo sapiens];Apoptosis [Homo sapiens];Prostate cancer [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Prion diseases [Homo sapiens];Colorectal cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood
BCL2-like 1 isoform 2 [Homo sapiens]	Protein	BCL2L1 [Homo sapiens]	65	2	0.952755111157343	BCL2L1 [Homo sapiens]	Gene	Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Small cell lung cancer [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Focal adhesion [Homo sapiens];Prion disease [Homo sapiens];Prostate cancer [Homo sapiens];Prion diseases [Homo sapiens];Colorectal cancer [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood
BCL2-like 11 isoform 6 [Homo sapiens]	Protein	BCL2L11 [Homo sapiens]	11	1	1.0643086881243196	BCL2L11 [Homo sapiens]	Gene	
B-cell lymphoma 6 protein [Homo sapiens]	Protein	BCL6 [Homo sapiens]	98	1	1.2538642222637433	BCL6 [Homo sapiens];C17orf45 [Homo sapiens]	Gene;Gene	;
B-cell CLL/lymphoma 10 [Homo sapiens]	Protein	BCL10 [Homo sapiens]	25	2	0.8426066984314087	BCL10 [Homo sapiens];DAPP1 [Homo sapiens];HTR3A [Homo sapiens];NA [Homo sapiens];NLGN2 [Homo sapiens];NLRP1 [Homo sapiens];OR51B6 [Homo sapiens];RCAN1 [Homo sapiens];RNF170 [Homo sapiens];SLC23A3 [Homo sapiens];ZNF664 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	T cell receptor signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];;;;Cell adhesion molecules (CAMs) [Homo sapiens];;Olfactory transduction [Homo sapiens];;;;
breakpoint cluster region isoform 1 [Homo sapiens]	Protein	BCR [Homo sapiens]	28	1	0.633473190001253	BCR [Homo sapiens]	Gene	Chronic myeloid leukemia [Homo sapiens];ErbB signaling pathway [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Axon guidance [Homo sapiens];Cell cycle [Homo sapiens]
baculoviral IAP repeat-containing protein 2 [Homo sapiens]	Protein	BIRC2 [Homo sapiens]	25	1	1.06093352928986	BIRC2 [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNF-NFkB;TNFa_T-Lymphocyte_Apoptosis_pathway_blood
baculoviral IAP repeat-containing protein 3 [Homo sapiens]	Protein	BIRC3 [Homo sapiens]	7	1	0.7678118200317634	BIRC3 [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];TNF-NFkB
baculoviral IAP repeat-containing protein 4 [Homo sapiens]	Protein	BIRC4 [Homo sapiens]	19	1	0.8722330419649914	BIRC4 [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNF-NFkB;TNFa_T-Lymphocyte_Apoptosis_pathway_blood
bleomycin hydrolase [Homo sapiens]	Protein	BLMH [Homo sapiens]	9	1	1.0184155803103296	BLMH [Homo sapiens]	Gene	
bone morphogenetic protein 2 preproprotein [Homo sapiens]	Protein	BMP2 [Homo sapiens]	53	2	0.9495905643945953	BMP2 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens];Basal cell carcinoma [Homo sapiens]
bone morphogenetic protein 6 precursor [Homo sapiens]	Protein	BMP6 [Homo sapiens]	6	1	1.1218544788477134	BMP6 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens]
bone morphogenetic protein 7 precursor [Homo sapiens]	Protein	BMP7 [Homo sapiens]	12	2	0.7958215833297504	BMP7 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens]
bone morphogenetic protein receptor, type IA precursor [Homo sapiens]	Protein	BMPR1A [Homo sapiens]	23	1	1.5678058503279901	BMPR1A [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens]
bone morphogenetic protein receptor, type IB [Homo sapiens]	Protein	BMPR1B [Homo sapiens]	60	1	1.4697525252559434	BMPR1B [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens]
bone morphogenetic protein receptor type II precursor [Homo sapiens]	Protein	BMPR2 [Homo sapiens]	15	1	1.1349416647564567	BMPR2 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Cytokine-cytokine receptor interaction [Homo sapiens]
v-raf murine sarcoma viral oncogene homolog B1 [Homo sapiens]	Protein	BRAF [Homo sapiens]	15	0	1.0945117458571554	BRAF [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];mTOR signaling pathway [Homo sapiens];Thyroid cancer [Homo sapiens];Melanoma [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Long-term potentiation [Homo sapiens];Insulin signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];Pancreatic cancer [Homo sapiens];Colorectal cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Bladder cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];ErbB signaling pathway [Homo sapiens];Dorso-ventral axis formation [Homo sapiens]
breast cancer 1, early onset isoform 1 [Homo sapiens]	Protein	BRCA1 [Homo sapiens]	94	1	0.7604439230550404	BRCA1 [Homo sapiens];ASF1B [Homo sapiens];ATAD2 [Homo sapiens];AURKA [Homo sapiens];BIRC5 [Homo sapiens];BUB1 [Homo sapiens];C13orf3 [Homo sapiens];C14orf118 [Homo sapiens];C14orf145 [Homo sapiens];C14orf172 [Homo sapiens];C15orf42 [Homo sapiens];C1orf112 [Homo sapiens];C1QC [Homo sapiens];C2orf49 [Homo sapiens];CASC5 [Homo sapiens];CCNA2 [Homo sapiens];POLD1 [Homo sapiens];CDC2 [Homo sapiens];CDC20 [Homo sapiens];CDC45L [Homo sapiens];CDCA5 [Homo sapiens];CENPA [Homo sapiens];CENPH [Homo sapiens];CENPK [Homo sapiens];CEP55 [Homo sapiens];CHAF1A [Homo sapiens];CPSF3 [Homo sapiens];CSNK1G1 [Homo sapiens];CST1 [Homo sapiens];CSTF2 [Homo sapiens];DCUN1D5 [Homo sapiens];DHFR [Homo sapiens];DHODH [Homo sapiens];DNA2 [Homo sapiens];DSN1 [Homo sapiens];TNFSF13B [Homo sapiens];DTL [Homo sapiens];DUT [Homo sapiens];E2F1 [Homo sapiens];ESPL1 [Homo sapiens];FANCA [Homo sapiens];FANCD2 [Homo sapiens];FANCI [Homo sapiens];FEN1 [Homo sapiens];FGFR1OP [Homo sapiens];FIGNL1 [Homo sapiens];GART [Homo sapiens];GINS1 [Homo sapiens];GINS3 [Homo sapiens];GINS4 [Homo sapiens];HELLS [Homo sapiens];HJURP [Homo sapiens];KIF11 [Homo sapiens];KIF14 [Homo sapiens];KIF2C [Homo sapiens];KIF4A [Homo sapiens];KNTC1 [Homo sapiens];LSM5 [Homo sapiens];MAD2L1 [Homo sapiens];MCAM [Homo sapiens];MCM10 [Homo sapiens];MCM4 [Homo sapiens];MDC1 [Homo sapiens];MKI67 [Homo sapiens];MLF1IP [Homo sapiens];MPHOSPH9 [Homo sapiens];MSH5 [Homo sapiens];MTHFD1 [Homo sapiens];NUP107 [Homo sapiens];NUP37 [Homo sapiens];OIP5 [Homo sapiens];ORC1L [Homo sapiens];ORC6L [Homo sapiens];PLK1 [Homo sapiens];PLK4 [Homo sapiens];POLA1 [Homo sapiens];POLE2 [Homo sapiens];PPIL5 [Homo sapiens];PPP1R8 [Homo sapiens];PSPH [Homo sapiens];RAD51 [Homo sapiens];RAE1 [Homo sapiens];REXO4 [Homo sapiens];RFC2 [Homo sapiens];RFC4 [Homo sapiens];RFC5 [Homo sapiens];RNASEH2A [Homo sapiens];RRM2 [Homo sapiens];SAAL1 [Homo sapiens];SASS6 [Homo sapiens];SERPING1 [Homo sapiens];SKP2 [Homo sapiens];SMC2 [Homo sapiens];SPAG5 [Homo sapiens];SPC24 [Homo sapiens];TDP1 [Homo sapiens];TIMELESS [Homo sapiens];TMEM48 [Homo sapiens];TOPBP1 [Homo sapiens];TPX2 [Homo sapiens];TRAIP [Homo sapiens];TRIP13 [Homo sapiens];UBE2T [Homo sapiens];UHRF1 [Homo sapiens];VRK1 [Homo sapiens];WDR51A [Homo sapiens];ZFHX3 [Homo sapiens];ZWILCH [Homo sapiens];ZWINT [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Ubiquitin mediated proteolysis [Homo sapiens];;;;Colorectal cancer [Homo sapiens];Cell cycle [Homo sapiens];;;;;;;Complement and coagulation cascades [Homo sapiens];Alzheimer's disease [Homo sapiens];;;Cell cycle [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];Cell cycle [Homo sapiens];Gap junction [Homo sapiens];p53 signaling pathway [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;;;;;;Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;Folate biosynthesis [Homo sapiens];One carbon pool by folate [Homo sapiens];Pyrimidine metabolism [Homo sapiens];;;Cytokine-cytokine receptor interaction [Homo sapiens];;Pyrimidine metabolism [Homo sapiens];Pancreatic cancer [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Cell cycle [Homo sapiens];Bladder cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];p53 signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];;;Purine metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;;;;;;;;;Cell cycle [Homo sapiens];;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];;;;;;Glyoxylate and dicarboxylate metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];;;Glycine, serine and threonine metabolism [Homo sapiens];Homologous recombination [Homo sapiens];Pancreatic cancer [Homo sapiens];;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];;;Complement and coagulation cascades [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;;;;;;;;;;;;;;;;
basigin isoform 1 [Homo sapiens]	Protein	BSG [Homo sapiens]	7	2	1.0465017469624733	BSG [Homo sapiens]	Gene	
BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Homo sapiens]	Protein	BTAF1 [Homo sapiens]	2	1	1.0518202696992016	BTAF1 [Homo sapiens]	Gene	
B-cell translocation protein 1 [Homo sapiens]	Protein	BTG1 [Homo sapiens]	10	2	0.9343809145326857	BTG1 [Homo sapiens]	Gene	
