Object	Object type	Relation source	Relation source type	Relation target	Relation target type
phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens] interacts with growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein
integrin-linked kinase [Homo sapiens] interacts with integrin beta 1 isoform 1A precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	integrin-linked kinase [Homo sapiens]	Protein	integrin beta 1 isoform 1A precursor [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with ribosomal protein L30 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	ribosomal protein L30 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein S4, X-linked X isoform [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein S4, X-linked X isoform [Homo sapiens]	Protein
ubiquitin and ribosomal protein L40 precursor [Homo sapiens] interacts with glycogen synthase kinase 3 beta [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein	glycogen synthase kinase 3 beta [Homo sapiens]	Protein
ribosomal protein S27 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S27 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
retinoblastoma 1 [Homo sapiens] interacts with v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	retinoblastoma 1 [Homo sapiens]	Protein	v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 8 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 8 [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein S9 [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein S9 [Homo sapiens]	Protein
protein phosphatase 2, catalytic subunit, alpha isoform [Homo sapiens] interacts with tumor protein p53 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein phosphatase 2, catalytic subunit, alpha isoform [Homo sapiens]	Protein	tumor protein p53 [Homo sapiens]	Protein
platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (Two-hybrid)	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
B-cell CLL/lymphoma 3 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	B-cell CLL/lymphoma 3 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
receptor (TNFRSF)-interacting serine-threonine kinase 1 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	receptor (TNFRSF)-interacting serine-threonine kinase 1 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
tumor necrosis factor receptor 2 precursor [Homo sapiens] interacts with ribosomal protein L38 [Homo sapiens]	Helper_PPI (good experimental evidence)	tumor necrosis factor receptor 2 precursor [Homo sapiens]	Protein	ribosomal protein L38 [Homo sapiens]	Protein
Sp1 transcription factor [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	Sp1 transcription factor [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
beta actin [Homo sapiens] interacts with ribosomal protein S12 [Homo sapiens]	Helper_PPI (good experimental evidence)	beta actin [Homo sapiens]	Protein	ribosomal protein S12 [Homo sapiens]	Protein
tumor necrosis factor receptor 1 precursor [Homo sapiens] interacts with ribosomal protein L23 [Homo sapiens]	Helper_PPI (good experimental evidence)	tumor necrosis factor receptor 1 precursor [Homo sapiens]	Protein	ribosomal protein L23 [Homo sapiens]	Protein
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens] interacts with U5 snRNP-specific protein, 116 kD [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	U5 snRNP-specific protein, 116 kD [Homo sapiens]	Protein
proliferating cell nuclear antigen [Homo sapiens] interacts with phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	proliferating cell nuclear antigen [Homo sapiens]	Protein	phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Protein
heat shock 70kDa protein 8 isoform 1 [Homo sapiens] interacts with ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock 70kDa protein 8 isoform 1 [Homo sapiens]	Protein	ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Protein
mitogen-activated protein kinase 14 isoform 1 [Homo sapiens] interacts with growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein
promyelocytic leukemia zinc finger protein [Homo sapiens] interacts with hepatitis delta antigen-interacting protein A [Homo sapiens]	Helper_PPI (good experimental evidence)	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein	hepatitis delta antigen-interacting protein A [Homo sapiens]	Protein
activin A type I receptor precursor [Homo sapiens] interacts with ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	activin A type I receptor precursor [Homo sapiens]	Protein	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
conserved helix-loop-helix ubiquitous kinase [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L7 [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L7 [Homo sapiens]	Protein
promyelocytic leukemia zinc finger protein [Homo sapiens] interacts with hepatitis delta antigen-interacting protein A [Homo sapiens]	Helper_PPI (Two-hybrid)	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein	hepatitis delta antigen-interacting protein A [Homo sapiens]	Protein
promyelocytic leukemia zinc finger protein [Homo sapiens] interacts with keratin associated protein 4-12 [Homo sapiens]	Helper_PPI (Two-hybrid)	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein	keratin associated protein 4-12 [Homo sapiens]	Protein
TANK-binding kinase 1 [Homo sapiens] interacts with ribosomal protein S5 [Homo sapiens]	Helper_PPI (good experimental evidence)	TANK-binding kinase 1 [Homo sapiens]	Protein	ribosomal protein S5 [Homo sapiens]	Protein
dual specificity phosphatase 2 [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	dual specificity phosphatase 2 [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Protein
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma [Homo sapiens] interacts with ribosomal protein S20 [Homo sapiens]	Helper_PPI (good experimental evidence)	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma [Homo sapiens]	Protein	ribosomal protein S20 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 2 beta [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 2 beta [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens] interacts with 3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens] interacts with signal transducer and activator of transcription 3 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein	signal transducer and activator of transcription 3 isoform 2 [Homo sapiens]	Protein
phospholipid scramblase 1 [Homo sapiens] interacts with TNF receptor-associated factor 4 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	phospholipid scramblase 1 [Homo sapiens]	Protein	TNF receptor-associated factor 4 isoform 1 [Homo sapiens]	Protein
tumor necrosis factor receptor 1 precursor [Homo sapiens] interacts with ribosomal protein S16 [Homo sapiens]	Helper_PPI (good experimental evidence)	tumor necrosis factor receptor 1 precursor [Homo sapiens]	Protein	ribosomal protein S16 [Homo sapiens]	Protein
cullin 1 [Homo sapiens] interacts with glycogen synthase kinase 3 beta [Homo sapiens]	Helper_PPI (good experimental evidence)	cullin 1 [Homo sapiens]	Protein	glycogen synthase kinase 3 beta [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with ribosomal protein L22 proprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	ribosomal protein L22 proprotein [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens] interacts with insulin-like growth factor 1 receptor precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens]	Protein	insulin-like growth factor 1 receptor precursor [Homo sapiens]	Protein
tumor necrosis factor receptor 1 precursor [Homo sapiens] interacts with heat shock 70kDa protein 1B [Homo sapiens]	Helper_PPI (good experimental evidence)	tumor necrosis factor receptor 1 precursor [Homo sapiens]	Protein	heat shock 70kDa protein 1B [Homo sapiens]	Protein
retinoic acid receptor, alpha isoform a [Homo sapiens] interacts with promyelocytic leukemia zinc finger protein [Homo sapiens]	Helper_PPI (good experimental evidence)	retinoic acid receptor, alpha isoform a [Homo sapiens]	Protein	promyelocytic leukemia zinc finger protein [Homo sapiens]	Protein
PIN2-interacting protein 1 [Homo sapiens] interacts with mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	PIN2-interacting protein 1 [Homo sapiens]	Protein	mitogen-activated protein kinase-activated protein kinase 2 isoform 2 [Homo sapiens]	Protein
PTK2B protein tyrosine kinase 2 beta isoform a [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	PTK2B protein tyrosine kinase 2 beta isoform a [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens] interacts with ribosomal protein L30 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens]	Protein	ribosomal protein L30 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 14 [Homo sapiens] interacts with calmodulin 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 14 [Homo sapiens]	Protein	calmodulin 1 [Homo sapiens]	Protein
v-abl Abelson murine leukemia viral oncogene homolog 1 isoform a [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	v-abl Abelson murine leukemia viral oncogene homolog 1 isoform a [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide [Homo sapiens]	Protein
myc proto-oncogene protein [Homo sapiens] interacts with phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	myc proto-oncogene protein [Homo sapiens]	Protein	phosphoinositide-3-kinase, catalytic, gamma polypeptide [Homo sapiens]	Protein
heat shock 90kDa protein 1, beta [Homo sapiens] interacts with ribosomal protein L5 [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock 90kDa protein 1, beta [Homo sapiens]	Protein	ribosomal protein L5 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with heat shock transcription factor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	heat shock transcription factor 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 1 [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 1 [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens] interacts with insulin receptor substrate 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Protein	insulin receptor substrate 1 [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens] interacts with myc proto-oncogene protein [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein	myc proto-oncogene protein [Homo sapiens]	Protein
nuclear cap binding protein subunit 2, 20kDa [Homo sapiens] interacts with splicing factor, arginine/serine-rich 3 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear cap binding protein subunit 2, 20kDa [Homo sapiens]	Protein	splicing factor, arginine/serine-rich 3 [Homo sapiens]	Protein
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens] interacts with ribosomal protein S10 [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	ribosomal protein S10 [Homo sapiens]	Protein
