Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
CD4 antigen precursor [Homo sapiens]	Protein	CD4 [Homo sapiens]	186	1	0.7933000850510877	CD4 [Homo sapiens]	Gene	T cell receptor signaling pathway [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Antigen processing and presentation [Homo sapiens];Hematopoietic cell lineage [Homo sapiens];Primary immunodeficiency [Homo sapiens]
cell division cycle 2 protein isoform 1 [Homo sapiens]	Protein	CDC2 [Homo sapiens]	98	1	0.5772346121680564	CDC2 [Homo sapiens]	Gene	Cell cycle [Homo sapiens];Gap junction [Homo sapiens];p53 signaling pathway [Homo sapiens]
cell division cycle 25A isoform a [Homo sapiens]	Protein	CDC25A [Homo sapiens]	28	2	0.8021322332434376	CDC25A [Homo sapiens]	Gene	Cell cycle [Homo sapiens]
CDC37 homolog [Homo sapiens]	Protein	CDC37 [Homo sapiens]	37	2	1.0779620552854035	CDC37 [Homo sapiens]	Gene	
cadherin 1, type 1 preproprotein [Homo sapiens]	Protein	CDH1 [Homo sapiens]	53	1	0.364444498994829	CDH1 [Homo sapiens]	Gene	Adherens junction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Thyroid cancer [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Melanoma [Homo sapiens];Bladder cancer [Homo sapiens];Endometrial cancer [Homo sapiens]
cyclin-dependent kinase 2 isoform 1 [Homo sapiens]	Protein	CDK2 [Homo sapiens]	246	2	0.9177543956049901	CDK2 [Homo sapiens]	Gene	Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens]
cyclin-dependent kinase inhibitor 1A [Homo sapiens]	Protein	CDKN1A [Homo sapiens]	70	3	1.025085021650658	CDKN1A [Homo sapiens]	Gene	Cell cycle [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Glioma [Homo sapiens];Melanoma [Homo sapiens];p53 signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Bladder cancer [Homo sapiens]
cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7) [Homo sapiens]	Protein	CFTR [Homo sapiens]	119	2	0.6783083596628153	CFTR [Homo sapiens]	Gene	ABC transporters [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens]
conserved helix-loop-helix ubiquitous kinase [Homo sapiens]	Protein	CHUK [Homo sapiens]	70	1	1.0273577364046007	CHUK [Homo sapiens]	Gene	Apoptosis [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];TNF_NFkB_MMP9_pathway_lung;cig-smoke_TLR4_NFkB_IL8_pathway_lung;elastase_NFkB_IL8_pathway_lung;IL12-MMP9_pathway_blood;IL1B_NFkB_TGFB1_pathway_lung;NFkB-iNOS_pathway_;TLR2-NFkB_pathway_blood;TLR4-NFkB_pathway_blood;TNF-NFkB;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_
clathrin heavy chain 1 [Homo sapiens]	Protein	CLTC [Homo sapiens]	54	2	0.9913711585881649	CLTC [Homo sapiens];GRLF1 [Homo sapiens];OR7E104P [Homo sapiens];PIK3CA [Homo sapiens];PSIP1 [Homo sapiens];USP34 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene	Huntington's disease [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Focal adhesion [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;Chronic myeloid leukemia [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];VEGF signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Glioma [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Insulin signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Colorectal cancer [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Melanoma [Homo sapiens];Small cell lung cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];;
CREB binding protein [Homo sapiens]	Protein	CREBBP [Homo sapiens]	109	1	1.05874019580163	CREBBP [Homo sapiens];ACIN1 [Homo sapiens];ACTN4 [Homo sapiens];ANKRD17 [Homo sapiens];BRWD2 [Homo sapiens];CPSF1 [Homo sapiens];CTNNB1 [Homo sapiens];CUL3 [Homo sapiens];ELF2 [Homo sapiens];EPC1 [Homo sapiens];HNRNPD [Homo sapiens];KIAA1267 [Homo sapiens];MED13L [Homo sapiens];METAP2 [Homo sapiens];NUDCD3 [Homo sapiens];NLRP6 [Homo sapiens];PAN3 [Homo sapiens];PCTK2 [Homo sapiens];PPA2 [Homo sapiens];PPP3CA [Homo sapiens];RBM6 [Homo sapiens];RERE [Homo sapiens];RNF19A [Homo sapiens];SENP6 [Homo sapiens];SEPP1 [Homo sapiens];SMU1 [Homo sapiens];SUV420H1 [Homo sapiens];TFCP2 [Homo sapiens];TMEM165 [Homo sapiens];TNRC6B [Homo sapiens];UBE2H [Homo sapiens];USP34 [Homo sapiens];VPS35 [Homo sapiens];WHSC2 [Homo sapiens];ZBTB20 [Homo sapiens];ZFAND6 [Homo sapiens];ZNF407 [Homo sapiens];ZNF493 [Homo sapiens];ZNF708 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Adherens junction [Homo sapiens];Cell cycle [Homo sapiens];Long-term potentiation [Homo sapiens];Wnt signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Huntington's disease [Homo sapiens];Prostate cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Notch signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Melanogenesis [Homo sapiens];TGFbeta_signaling_pathway;TNF-NFkB;;Adherens junction [Homo sapiens];Focal adhesion [Homo sapiens];Tight junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Focal adhesion [Homo sapiens];Colorectal cancer [Homo sapiens];Thyroid cancer [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;;;;;;;;;Oxidative phosphorylation [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];;;;;;;;
v-crk sarcoma virus CT10 oncogene homolog isoform b [Homo sapiens]	Protein	CRK [Homo sapiens]	50	1	1.16753875488473	CRK [Homo sapiens]	Gene	Chronic myeloid leukemia [Homo sapiens];Focal adhesion [Homo sapiens];Insulin signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens]
v-crk sarcoma virus CT10 oncogene homolog (avian)-like [Homo sapiens]	Protein	CRKL [Homo sapiens]	43	2	1.0788000082535116	CRKL [Homo sapiens]	Gene	Chronic myeloid leukemia [Homo sapiens];Focal adhesion [Homo sapiens];Insulin signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens]
c-src tyrosine kinase [Homo sapiens]	Protein	CSK [Homo sapiens]	24	1	0.6401942659029807	CSK [Homo sapiens]	Gene	Regulation of actin cytoskeleton [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens]
casein kinase II alpha 1 subunit isoform a [Homo sapiens]	Protein	CSNK2A1 [Homo sapiens]	36	0	1.1803365765901368	CSNK2A1 [Homo sapiens]	Gene	Adherens junction [Homo sapiens];Wnt signaling pathway [Homo sapiens];Tight junction [Homo sapiens]
catenin (cadherin-associated protein), beta 1, 88kDa [Homo sapiens]	Protein	CTNNB1 [Homo sapiens]	108	1	1.05674163655758	CTNNB1 [Homo sapiens];ACIN1 [Homo sapiens];ACTN4 [Homo sapiens];CREBBP [Homo sapiens];EPC1 [Homo sapiens];MARK3 [Homo sapiens];MED13L [Homo sapiens];NAMPT [Homo sapiens];PCTK2 [Homo sapiens];PELI1 [Homo sapiens];PIK3C2A [Homo sapiens];PPA2 [Homo sapiens];PPP3CA [Homo sapiens];RB1CC1 [Homo sapiens];RERE [Homo sapiens];RNF19A [Homo sapiens];SUV420H1 [Homo sapiens];TMEM165 [Homo sapiens];UBE2D3 [Homo sapiens];USP34 [Homo sapiens];ZBTB20 [Homo sapiens];ZFAND6 [Homo sapiens];ZNF407 [Homo sapiens];ZNF708 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Focal adhesion [Homo sapiens];Colorectal cancer [Homo sapiens];Thyroid cancer [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];Endometrial cancer [Homo sapiens];Prostate cancer [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];;Adherens junction [Homo sapiens];Focal adhesion [Homo sapiens];Tight junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Adherens junction [Homo sapiens];Cell cycle [Homo sapiens];Long-term potentiation [Homo sapiens];Wnt signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Huntington's disease [Homo sapiens];Prostate cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Notch signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Melanogenesis [Homo sapiens];TGFbeta_signaling_pathway;TNF-NFkB;;;;;;;ErbB signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];VEGF signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Insulin signaling pathway [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Colorectal cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Pancreatic cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Glioma [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];Oxidative phosphorylation [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;;Ubiquitin mediated proteolysis [Homo sapiens];;;;;
cullin 1 [Homo sapiens]	Protein	CUL1 [Homo sapiens]	42	1	1.12304638361759	CUL1 [Homo sapiens];ANAPC5 [Homo sapiens];API5 [Homo sapiens];ATG5 [Homo sapiens];C2orf4 [Homo sapiens];CDC5L [Homo sapiens];FAM108B1 [Homo sapiens];FUSIP1 [Homo sapiens];G3BP2 [Homo sapiens];GTF2H1 [Homo sapiens];HBS1L [Homo sapiens];HNRNPD [Homo sapiens];HSPA8 [Homo sapiens];MAPK14 [Homo sapiens];PCDHB11 [Homo sapiens];ME2 [Homo sapiens];CELSR1 [Homo sapiens];NAT13 [Homo sapiens];PAPD1 [Homo sapiens];PCMT1 [Homo sapiens];PPP3R1 [Homo sapiens];PRPF40A [Homo sapiens];PSMA1 [Homo sapiens];PSMA3 [Homo sapiens];PSMA5 [Homo sapiens];RNGTT [Homo sapiens];RRM1 [Homo sapiens];SAAL1 [Homo sapiens];TLK2 [Homo sapiens];VTA1 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Ubiquitin mediated proteolysis [Homo sapiens];Wnt signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];;Regulation of autophagy [Homo sapiens];;;;;;Basal transcription factors [Homo sapiens];Nucleotide excision repair [Homo sapiens];;;MAPK signaling pathway [Homo sapiens];Antigen processing and presentation [Homo sapiens];GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];IL1B-MAPK-MUC5AC_pathway_lung;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;IL1B-MAPK-MUC2-MUC5AC_pathway_lung;IL1B_MAPK_MUC2_MUC5AC_pathway_lung;IL1B_NFkB_TGFB1_pathway_lung;TLR4-AP1_pathway_blood;TNF-MAPK;TNFa-MUC5AC_pathway_lung;TNFa-VEGF_pathway_blood;TNFa_MUC5AC_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;;Pyruvate metabolism [Homo sapiens];;;;;B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;Proteasome [Homo sapiens];Proteasome [Homo sapiens];Proteasome [Homo sapiens];;p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];;;
cytochrome c [Homo sapiens]	Protein	CYCS [Homo sapiens]	45	2	1.08903136873158	CYCS [Homo sapiens]	Gene	Apoptosis [Homo sapiens];p53 signaling pathway [Homo sapiens];Colorectal cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Parkinson's disease [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;Ceramide_pathway;IGF-1_PI3K_Akt;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood
damage-specific DNA binding protein 1 [Homo sapiens]	Protein	DDB1 [Homo sapiens]	49	1	1.04069553259557	DDB1 [Homo sapiens];BAP1 [Homo sapiens];MAGI1 [Homo sapiens];RNF2 [Homo sapiens];C8orf33 [Homo sapiens];CD300LG [Homo sapiens];CHCHD2 [Homo sapiens];DARS2 [Homo sapiens];DDX19A [Homo sapiens];EARS2 [Homo sapiens];FAM63A [Homo sapiens];GEMIN7 [Homo sapiens];GLRX3 [Homo sapiens];HSPD1 [Homo sapiens];KLHL24 [Homo sapiens];L3MBTL2 [Homo sapiens];LMO7 [Homo sapiens];LSM4 [Homo sapiens];MAD2L1 [Homo sapiens];MRPL42 [Homo sapiens];MRPS12 [Homo sapiens];MRPS34 [Homo sapiens];MSH6 [Homo sapiens];NEDD8 [Homo sapiens];PATZ1 [Homo sapiens];PDCD11 [Homo sapiens];PNPO [Homo sapiens];POLR1C [Homo sapiens];POLR1D [Homo sapiens];POLRMT [Homo sapiens];PPP5C [Homo sapiens];PRMT1 [Homo sapiens];PSMB2 [Homo sapiens];RANGAP1 [Homo sapiens];RRM1 [Homo sapiens];SAE1 [Homo sapiens];SCARB1 [Homo sapiens];SUMO1 [Homo sapiens];SENP2 [Homo sapiens];LOC641977 [Homo sapiens];TRAPPC2L [Homo sapiens];TRRAP [Homo sapiens];TUBG1 [Homo sapiens];UACA [Homo sapiens];USP30 [Homo sapiens];XPO5 [Homo sapiens];XPO7 [Homo sapiens];YY1AP1 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Nucleotide excision repair [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;Tight junction [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];;;;;Alanine and aspartate metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];Porphyrin and chlorophyll metabolism [Homo sapiens];Aminoacyl-tRNA biosynthesis [Homo sapiens];;;;Prion disease [Homo sapiens];Type I diabetes mellitus [Homo sapiens];Prion diseases [Homo sapiens];;;Adherens junction [Homo sapiens];;Cell cycle [Homo sapiens];;;;Colorectal cancer [Homo sapiens];Mismatch repair [Homo sapiens];;;;Vitamin B6 metabolism [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];;MAPK signaling pathway [Homo sapiens];;Proteasome [Homo sapiens];;p53 signaling pathway [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Glutathione metabolism [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];;;Wnt signaling pathway [Homo sapiens];;;;;;;;;
disrupted in schizophrenia 1 isoform Lv [Homo sapiens]	Protein	DISC1 [Homo sapiens]	1	1	0.7897317774951754	DISC1 [Homo sapiens];ADAM19 [Homo sapiens];ADRBK1 [Homo sapiens];APOH [Homo sapiens];AQP12A [Homo sapiens];ARHGEF11 [Homo sapiens];ASB10 [Homo sapiens];BACH1 [Homo sapiens];BRIP1 [Homo sapiens];C15orf55 [Homo sapiens];C18orf1 [Homo sapiens];C1orf183 [Homo sapiens];C8orf30A [Homo sapiens];C9orf163 [Homo sapiens];CA7 [Homo sapiens];CHD5 [Homo sapiens];CHD6 [Homo sapiens];WRB [Homo sapiens];CHERP [Homo sapiens];CLCNKB [Homo sapiens];CLDN19 [Homo sapiens];CMTM6 [Homo sapiens];COL9A2 [Homo sapiens];CYGB [Homo sapiens];DEFB106A [Homo sapiens];DNAJA4 [Homo sapiens];DSCR4 [Homo sapiens];FAM18B2 [Homo sapiens];FHIT [Homo sapiens];GALNT14 [Homo sapiens];GPA33 [Homo sapiens];GPR52 [Homo sapiens];GPR89A [Homo sapiens];GPRC5D [Homo sapiens];GRIK5 [Homo sapiens];GRK5 [Homo sapiens];HSF1 [Homo sapiens];HYDIN [Homo sapiens];IGHMBP2 [Homo sapiens];ITFG1 [Homo sapiens];KCNC3 [Homo sapiens];KCNK16 [Homo sapiens];KIAA1530 [Homo sapiens];KRTAP3-1 [Homo sapiens];LCE1E [Homo sapiens];LRRC43 [Homo sapiens];MLF2 [Homo sapiens];NKX1-1 [Homo sapiens];NLRC4 [Homo sapiens];NMUR2 [Homo sapiens];NR1I2 [Homo sapiens];NUDT7 [Homo sapiens];OPN5 [Homo sapiens];OR1J2 [Homo sapiens];OR2H1 [Homo sapiens];OR2S2 [Homo sapiens];OR7E104P [Homo sapiens];OTUB2 [Homo sapiens];OXER1 [Homo sapiens];PDZD3 [Homo sapiens];PEX16 [Homo sapiens];PSMB5 [Homo sapiens];PTCHD2 [Homo sapiens];PYY [Homo sapiens];RBM12B [Homo sapiens];RPL7L1 [Homo sapiens];SETD5 [Homo sapiens];SFT2D1 [Homo sapiens];SH3GL3 [Homo sapiens];SLC17A1 [Homo sapiens];SLC25A28 [Homo sapiens];SLC34A3 [Homo sapiens];SPAG17 [Homo sapiens];SPATA22 [Homo sapiens];TECTB [Homo sapiens];THEG [Homo sapiens];TIGD6 [Homo sapiens];TINAG [Homo sapiens];ANO7 [Homo sapiens];TRIM10 [Homo sapiens];TTC13 [Homo sapiens];TTC7B [Homo sapiens];USH1C [Homo sapiens];USH1G [Homo sapiens];WNT6 [Homo sapiens];WWOX [Homo sapiens];ZNF277 [Homo sapiens];ZNF763 [Homo sapiens];ZNF804B [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;;;;;;;;;Nitrogen metabolism [Homo sapiens];;;;;;Tight junction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;;;;;;Glycan structures - biosynthesis 1 [Homo sapiens];O-Glycan biosynthesis [Homo sapiens];;;;;Neuroactive ligand-receptor interaction [Homo sapiens];;;;;;;;;;;;;;;Neuroactive ligand-receptor interaction [Homo sapiens];;;;Olfactory transduction [Homo sapiens];Olfactory transduction [Homo sapiens];Olfactory transduction [Homo sapiens];;;;;;Proteasome [Homo sapiens];;Neuroactive ligand-receptor interaction [Homo sapiens];;;;;;;;;;;;;;;;;;;;;Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];Melanogenesis [Homo sapiens];Basal cell carcinoma [Homo sapiens];;;;
dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) [Homo sapiens]	Protein	DLST [Homo sapiens]	131	1	1.1709831716671466	DLST [Homo sapiens]	Gene	Citrate cycle (TCA cycle) [Homo sapiens];Lysine degradation [Homo sapiens]
